,W,R
603,0.041868154460227486,0.9996397430532937
604,0.04277667342006474,0.9996358553286865
605,0.0437049068075147,0.9996319256495722
606,0.04465328241624297,0.9996279535631972
607,0.04562223732283352,0.9996239386119224
608,0.04661221808822319,0.99961988033317
609,0.04762368096350823,0.9996157782593696
610,0.04865709210021571,0.999611631917906
611,0.04971292776513824,0.999607440831063
612,0.050791674559830434,0.9996032045159695
613,0.05189382964486838,0.9995989224845432
614,0.05301990096897497,0.999594594243435
615,0.05417040750311815,0.9995902192939714
616,0.05534587947968795,0.9995857971320978
617,0.05654685863686408,0.9995813272483199
618,0.057773898468286095,0.9995768091276452
619,0.059027564478141316,0.9995722422495238
620,0.06030843444178757,0.9995676260877879
621,0.061617098672032425,0.9995629601105919
622,0.06295416029118936,0.9995582437803504
623,0.06432023550903809,0.9995534765536772
624,0.06571595390681628,0.9995486578813216
625,0.067141958727374,0.999543787208106
626,0.06859890717162359,0.9995388639728612
627,0.07008747070142378,0.9995338876083625
628,0.0716083353490349,0.9995288575412636
629,0.07316220203328973,0.9995237731920316
630,0.07474978688262518,0.9995186339748786
631,0.07637182156512287,0.9995134392976959
632,0.07802905362571284,0.9995081885619846
633,0.07972224683069302,0.9995028811627875
634,0.08145218151972534,0.9994975164886185
635,0.08321965496546972,0.9994920939213932
636,0.08502548174102233,0.9994866128363563
637,0.08687049409532603,0.9994810726020114
638,0.08875554233672886,0.9994754725800464
639,0.09068149522486384,0.9994698121252616
640,0.09264924037103317,0.9994640905854941
641,0.09465968464728049,0.9994583073015434
642,0.09671375460433995,0.9994524616070949
643,0.0988123968986536,0.9994465528286439
644,0.1009565787286569,0.9994405802854173
645,0.10314728828052926,0.9994345432892953
646,0.10538553518361835,0.9994284411447324
647,0.10767235097574661,0.9994222731486773
648,0.11000878957861487,0.9994160385904912
649,0.11239592778352098,0.9994097367518668
650,0.11483486574762042,0.9994033669067451
651,0.11732672750095341,0.9993969283212317
652,0.11987266146447534,0.9993904202535124
653,0.1224738409793282,0.9993838419537678
654,0.12513146484759574,0.9993771926640866
655,0.12784675788479527,0.9993704716183787
